Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Swiggy Instamart,3.1,"Service was decent, nothing stood out.",39,Mumbai,Grocery,Neutral,High,Yes,Out of Stock,4,Correct
Zepto,3.5,"Service was top-notch, no complaints!",21,Delhi,Grocery,Positive,High,Yes,Out of Stock,5,Correct
Swiggy Instamart,4.0,"Delivery was timely, but app was slow.",39,Mumbai,Essentials,Neutral,High,Yes,In Stock,4,Incorrect
Zepto,1.9,"Order was delayed by hours, no apology given.",36,Pune,Electronics,Negative,High,No,Out of Stock,3,Correct
Zepto,2.6,"Order was wrong, customer service ignored me.",40,Mumbai,Essentials,Negative,Medium,Yes,Out of Stock,2,Incorrect
JioMart,3.1,"Order was correct, driver was professional.",26,Bangalore,Electronics,Positive,Low,No,In Stock,4,Correct
Swiggy Instamart,3.9,tardy delivery and poor communication throughout.,31,Jaipur,Pharmacy,Negative,Low,Yes,Out of Stock,2,Incorrect
Zepto,4.7,"courier was professional, goods were perfect.",34,Chennai,Pharmacy,Positive,Medium,No,Out of Stock,5,Correct
Swiggy Instamart,3.4,"Delivery was super fast, food was hot.",28,Chennai,Food,Positive,Low,No,In Stock,4,Correct
Swiggy Instamart,1.3,Food arrived late and was not fresh.,52,Hyderabad,Electronics,Negative,Medium,Yes,In Stock,4,Incorrect
Swiggy Instamart,2.8,"Driver didn’t contact me, left order outside.",55,Ahmedabad,Pharmacy,Negative,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,3.8,"Order arrived fine, items were as expected.",20,Hyderabad,Pharmacy,Neutral,Low,Yes,In Stock,4,Correct
Zepto,3.4,"Service was standard, no issues but no wow factor.",28,Kolkata,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
Blinkit,3.6,"Service was standard, no issues but no wow factor.",21,Mumbai,Pharmacy,Neutral,High,No,In Stock,3,Incorrect
Zepto,2.1,"Received wrong products, very poor service.",30,Jaipur,Grocery,Negative,Medium,No,In Stock,2,Incorrect
Zepto,2.6,"Driver didn’t contact me, left order outside.",50,Mumbai,Pharmacy,Negative,Low,Yes,Out of Stock,3,Incorrect
Zepto,3.7,"Items were damaged, no refund process.",35,Jaipur,Grocery,Negative,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.8,"Items delivered, one product was substituted.",25,Pune,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
Blinkit,3.1,"Items were delivered, minor delay occurred.",34,Ahmedabad,Food,Neutral,High,Yes,Out of Stock,3,Incorrect
JioMart,3.0,"Order arrived fine, items were as expected.",28,Ahmedabad,Food,Neutral,Medium,No,In Stock,4,Correct
Blinkit,3.9,"Delivery was fine, but app could be better.",22,Bangalore,Food,Neutral,Low,Yes,In Stock,3,Incorrect
Zepto,3.9,"Delivery was super fast, food was hot.",32,Jaipur,Essentials,Positive,Low,Yes,Out of Stock,5,Incorrect
Blinkit,4.4,"Delivery was on time, items were correct.",34,Pune,Food,Positive,High,No,Out of Stock,4,Incorrect
Swiggy Instamart,2.9,"Delivery was over an hour late, items were incorrect.",33,Lucknow,Food,Negative,Medium,No,Out of Stock,4,Correct
Zepto,1.8,"Items were damaged, no refund process.",52,Pune,Grocery,Negative,Low,Yes,In Stock,2,Incorrect
Swiggy Instamart,3.0,"Driver was friendly, followed instructions exactly.",27,Hyderabad,Food,Positive,Low,No,In Stock,5,Correct
Blinkit,3.7,"Service was decent, expected faster delivery.",39,Pune,Grocery,Neutral,Low,Yes,In Stock,4,Correct
Swiggy Instamart,3.8,"Items delivered, one product was substituted.",26,Hyderabad,Essentials,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,3.9,"Service was acceptable, could be smoother.",27,Bangalore,Pharmacy,Neutral,Low,No,In Stock,3,Correct
Blinkit,3.7,"Delivery was okay, communication was lacking.",21,Ahmedabad,Grocery,Neutral,High,Yes,Out of Stock,4,Incorrect
JioMart,3.5,"Driver didn’t contact me, left order outside.",59,Lucknow,Essentials,Negative,Low,Yes,Out of Stock,3,Correct
Swiggy Instamart,4.5,"Items arrived in great condition, on time.",36,Kolkata,Food,Positive,High,No,In Stock,3,Incorrect
Blinkit,4.1,"Delivery was quick, service was excellent.",28,Hyderabad,Food,Positive,High,No,Out of Stock,4,Correct
JioMart,2.3,"Order was delayed, no updates given.",36,Jaipur,Pharmacy,Negative,High,Yes,Out of Stock,4,Incorrect
Blinkit,2.3,"Delivery was late, food was cold.",30,Jaipur,Grocery,Negative,Low,No,In Stock,3,Correct
Swiggy Instamart,3.9,"Amazing delivery experience, no issues!",32,Pune,Food,Positive,Medium,Yes,Out of Stock,3,Correct
JioMart,3.2,"Service was acceptable, could be smoother.",34,Delhi,Food,Neutral,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,4.7,"Delivery was early, goods were correct.",26,Chennai,Food,Positive,Low,No,In Stock,5,Incorrect
Blinkit,3.5,"Food arrived hot, packaging was excellent.",39,Delhi,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
Swiggy Instamart,3.3,"Service was okay, tracking needs work.",20,Jaipur,Electronics,Neutral,High,No,Out of Stock,4,Correct
Blinkit,3.2,"Service was average, no complaints.",36,Lucknow,Grocery,Neutral,High,Yes,In Stock,3,Correct
Zepto,3.4,"Delivery was timely, but app was slow.",34,Lucknow,Essentials,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,3.6,"Order was fine, but app needs improvement.",34,Bangalore,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Incorrect
Zepto,4.9,"Driver was professional, items were perfect.",39,Delhi,Essentials,Positive,High,Yes,In Stock,5,Incorrect
Swiggy Instamart,5.0,"Order was flawless, will use again!",28,Hyderabad,Essentials,Positive,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.3,"Items were damaged, no refund process.",48,Kolkata,Essentials,Negative,Medium,No,Out of Stock,4,Incorrect
Blinkit,4.4,"Order was flawless, will use again!",37,Bangalore,Essentials,Positive,Medium,No,Out of Stock,4,Correct
JioMart,3.1,"Amazing service, very professional driver.",34,Hyderabad,Food,Positive,High,Yes,Out of Stock,3,Correct
Swiggy Instamart,3.8,"Order was fine, delivery was on time.",24,Bangalore,Grocery,Neutral,Low,No,Out of Stock,3,Correct
Swiggy Instamart,3.4,"Items in stock, delivered on time, awesome!",24,Bangalore,Essentials,Positive,Low,No,Out of Stock,5,Incorrect
JioMart,4.5,"Food arrived hot, packaging was excellent.",36,Mumbai,Food,Positive,High,No,In Stock,4,Correct
Blinkit,3.0,"Items were correct, experience was average.",40,Bangalore,Electronics,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,3.9,"Delivery was fine, but app could be better.",30,Jaipur,Electronics,Neutral,High,Yes,In Stock,3,Incorrect
Blinkit,4.9,"Perfect service, no issues, highly recommend.",22,Ahmedabad,Essentials,Positive,High,No,In Stock,5,Correct
JioMart,3.1,"Delivery was slightly delayed, driver was polite.",23,Mumbai,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
Zepto,4.1,"Service was excellent, driver was polite.",21,Mumbai,Pharmacy,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,3.8,"Delivery was smooth, driver was friendly.",39,Delhi,Grocery,Positive,High,No,Out of Stock,4,Incorrect
JioMart,3.4,"goods were delivered, no major problems.",38,Pune,Electronics,Neutral,High,Yes,In Stock,3,Correct
Zepto,3.5,"Service was standard, no issues but no wow factor.",24,Kolkata,Grocery,Neutral,High,Yes,Out of Stock,3,Incorrect
Blinkit,2.4,"assistance was slow, support was unhelpful.",60,Chennai,Grocery,Negative,Low,Yes,In Stock,1,Incorrect
Blinkit,3.1,"Order was spot on, arrived on time.",26,Hyderabad,Grocery,Positive,Low,No,Out of Stock,4,Incorrect
Zepto,4.7,"courier was friendly, followed instructions exactly.",26,Mumbai,Food,Positive,Low,No,Out of Stock,4,Correct
Zepto,4.1,"Order was perfect, delivery was quick.",37,Chennai,Grocery,Positive,Low,No,In Stock,5,Incorrect
Blinkit,4.9,"Service was great, delivery was quick.",22,Chennai,Pharmacy,Positive,Medium,No,Out of Stock,3,Correct
JioMart,4.8,"Food arrived hot, packaging was excellent.",20,Kolkata,Grocery,Positive,Medium,Yes,In Stock,3,Incorrect
JioMart,2.3,"Products were missing, support didn’t respond.",42,Ahmedabad,Grocery,Negative,High,Yes,In Stock,2,Incorrect
JioMart,4.1,"Items were perfect, arrived right on time.",33,Pune,Electronics,Positive,High,No,In Stock,3,Correct
Blinkit,3.7,"Delivery was okay, communication was lacking.",26,Lucknow,Electronics,Neutral,Low,Yes,Out of Stock,4,Incorrect
Blinkit,2.7,"Order was wrong, customer service ignored me.",32,Jaipur,Grocery,Negative,High,Yes,In Stock,4,Incorrect
Swiggy Instamart,3.3,"order arrived, but app didn’t update.",21,Pune,Food,Neutral,High,Yes,Out of Stock,4,Correct
JioMart,3.5,"Order was accurate, arrived earlier than expected.",33,Delhi,Grocery,Positive,Low,Yes,Out of Stock,5,Correct
Blinkit,4.1,"Perfect service, no issues, highly recommend.",27,Ahmedabad,Pharmacy,Positive,Medium,Yes,Out of Stock,3,Correct
Zepto,3.8,"Food arrived cold, packaging was damaged.",60,Lucknow,Essentials,Negative,High,No,Out of Stock,3,Correct
Swiggy Instamart,4.0,"Service was decent, nothing stood out.",34,Mumbai,Pharmacy,Neutral,Medium,No,In Stock,3,Incorrect
Zepto,4.2,"Order was accurate, arrived earlier than expected.",32,Ahmedabad,Essentials,Positive,Medium,Yes,Out of Stock,3,Correct
JioMart,3.7,"Order arrived, service was standard.",30,Chennai,Food,Neutral,Low,No,In Stock,3,Incorrect
Swiggy Instamart,4.5,"Driver was polite, order was accurate.",32,Ahmedabad,Electronics,Positive,High,Yes,In Stock,3,Incorrect
Zepto,3.3,"Fast delivery, everything was as ordered.",30,Delhi,Essentials,Positive,High,Yes,In Stock,4,Correct
Swiggy Instamart,3.9,"Excellent service, products well-packaged.",25,Pune,Electronics,Positive,Medium,No,Out of Stock,5,Correct
Swiggy Instamart,2.9,"Order was cancelled last minute, very annoying.",38,Bangalore,Food,Negative,Medium,No,Out of Stock,4,Incorrect
Zepto,3.3,"Delivery was okay, but updates were slow.",33,Hyderabad,Pharmacy,Neutral,High,Yes,In Stock,4,Correct
JioMart,1.8,"Package was mishandled, items broken.",44,Bangalore,Essentials,Negative,Medium,Yes,Out of Stock,2,Correct
Zepto,1.8,"Wrong items delivered, very frustrating experience.",34,Kolkata,Essentials,Negative,Medium,No,In Stock,1,Correct
Blinkit,3.0,"Order was correct, app could improve.",30,Delhi,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
JioMart,3.8,"Delivery was slightly delayed, driver was polite.",35,Chennai,Pharmacy,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,3.1,"Delivery was fine, but app could be better.",32,Lucknow,Grocery,Neutral,Medium,Yes,In Stock,3,Incorrect
Zepto,3.1,"Order arrived fine, items were as expected.",28,Mumbai,Electronics,Neutral,High,No,Out of Stock,4,Incorrect
JioMart,1.4,"Took forever to deliver, no updates provided.",38,Delhi,Grocery,Negative,Low,No,Out of Stock,3,Incorrect
Zepto,2.6,"Order was delayed, no updates given.",60,Delhi,Grocery,Negative,High,Yes,Out of Stock,4,Correct
Zepto,3.4,"Delivery was okay, communication was lacking.",33,Kolkata,Food,Neutral,Low,No,In Stock,3,Correct
Swiggy Instamart,2.6,"Order was incomplete, support was unhelpful.",52,Jaipur,Grocery,Negative,High,Yes,Out of Stock,1,Correct
Zepto,3.7,"Delivery was timely, but updates were slow.",24,Mumbai,Essentials,Neutral,Medium,No,Out of Stock,3,Correct
JioMart,4.8,"Super fast delivery, everything was perfect!",39,Jaipur,Food,Positive,Low,No,Out of Stock,5,Correct
Zepto,3.6,"Service was average, expected more.",38,Pune,Essentials,Neutral,Low,No,In Stock,4,Incorrect
Blinkit,2.5,"Package left at wrong address, terrible service.",55,Jaipur,Electronics,Negative,Medium,Yes,In Stock,3,Incorrect
Swiggy Instamart,3.7,"Items arrived, packaging was adequate.",26,Kolkata,Essentials,Neutral,High,Yes,Out of Stock,3,Correct
Blinkit,3.7,"Order arrived, but tracking was unreliable.",35,Hyderabad,Pharmacy,Neutral,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.6,"Items were delivered, minor delay occurred.",21,Mumbai,Food,Neutral,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.1,"Order arrived, service was standard.",25,Delhi,Electronics,Neutral,Medium,Yes,In Stock,3,Incorrect
Blinkit,4.1,"Order was accurate, arrived earlier than expected.",39,Hyderabad,Electronics,Positive,High,Yes,Out of Stock,4,Incorrect
Blinkit,3.1,"Service was okay, nothing special.",34,Pune,Pharmacy,Neutral,Medium,No,Out of Stock,3,Incorrect
Zepto,3.6,"Wrong order received, customer service was unhelpful.",39,Jaipur,Essentials,Negative,Low,No,Out of Stock,4,Incorrect
JioMart,3.7,Food was cold and poorly packaged.,38,Lucknow,Grocery,Negative,Low,Yes,In Stock,4,Correct
Swiggy Instamart,1.6,"Delivery was late, food was cold.",56,Hyderabad,Pharmacy,Negative,Medium,No,In Stock,2,Incorrect
Swiggy Instamart,3.9,"Products were missing, support didn’t respond.",56,Mumbai,Food,Negative,Medium,Yes,In Stock,3,Incorrect
Blinkit,3.7,"products were correct, experience was average.",34,Mumbai,Electronics,Neutral,High,No,In Stock,3,Correct
Blinkit,1.4,"Driver was rude, delivery was delayed.",46,Kolkata,Food,Negative,Medium,No,In Stock,2,Incorrect
JioMart,2.0,"Driver didn’t follow instructions, order was wrong.",55,Delhi,Electronics,Negative,Low,Yes,In Stock,1,Correct
Swiggy Instamart,4.1,"Delivery was smooth, driver was friendly.",20,Lucknow,Essentials,Positive,High,No,In Stock,5,Incorrect
Zepto,3.3,"Order was fine, but app needs improvement.",31,Chennai,Pharmacy,Neutral,Low,No,Out of Stock,4,Correct
Blinkit,3.3,"Service was decent, expected faster delivery.",25,Chennai,Grocery,Neutral,Low,Yes,In Stock,3,Incorrect
JioMart,1.2,"Items were incorrect, no resolution offered.",35,Lucknow,Grocery,Negative,High,Yes,In Stock,2,Correct
JioMart,3.1,"courier didn’t contact me, left order outside.",30,Bangalore,Essentials,Negative,High,Yes,Out of Stock,2,Incorrect
Zepto,3.6,"Order was fine, but driver seemed rushed.",21,Pune,Essentials,Neutral,High,No,In Stock,4,Incorrect
Blinkit,4.1,"Order was accurate, arrived early.",24,Chennai,Essentials,Positive,High,No,In Stock,5,Correct
Zepto,3.5,"Delivery was super fast, food was hot.",33,Chennai,Essentials,Positive,Low,Yes,In Stock,5,Correct
Zepto,1.3,"Products out of stock, wasn’t informed earlier.",30,Chennai,Grocery,Negative,Low,No,Out of Stock,3,Incorrect
Blinkit,5.0,"Driver was professional, items were perfect.",33,Delhi,Grocery,Positive,Low,Yes,In Stock,5,Correct
Blinkit,4.0,"Delivery was timely, but communication lacked.",30,Pune,Electronics,Neutral,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.6,rider was rude and ignored delivery instructions.,53,Ahmedabad,Electronics,Negative,Medium,No,Out of Stock,1,Correct
Zepto,3.4,"Missing items, no explanation provided.",30,Ahmedabad,Grocery,Negative,Medium,Yes,Out of Stock,4,Incorrect
Blinkit,4.2,"Super fast delivery, everything was perfect!",37,Delhi,Food,Positive,Low,No,In Stock,4,Incorrect
Swiggy Instamart,3.8,"Items were correct, service was standard.",23,Chennai,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
Blinkit,2.6,"Package was mishandled, contents were broken.",57,Lucknow,Pharmacy,Negative,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,4.8,"Delivery was quick, food was hot.",21,Pune,Electronics,Positive,Low,No,Out of Stock,4,Correct
JioMart,1.7,Food was cold and poorly packaged.,35,Lucknow,Grocery,Negative,Medium,Yes,Out of Stock,1,Incorrect
Swiggy Instamart,1.2,"Service was slow, items were not as ordered.",52,Mumbai,Pharmacy,Negative,Medium,No,Out of Stock,3,Correct
Blinkit,3.9,"Service was decent, nothing stood out.",39,Mumbai,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,3.9,"Amazing service, very professional driver.",31,Chennai,Essentials,Positive,Low,No,Out of Stock,4,Correct
Blinkit,1.3,"Missing items, no explanation provided.",45,Ahmedabad,Electronics,Negative,Low,Yes,In Stock,2,Correct
Swiggy Instamart,3.8,"Delivery was late, and the app didn’t update.",60,Pune,Food,Negative,Low,Yes,Out of Stock,2,Correct
Zepto,4.5,"Great service, items were well-packaged.",28,Delhi,Grocery,Positive,Low,No,In Stock,4,Incorrect
Blinkit,4.0,"Delivery was timely, but communication lacked.",22,Delhi,Food,Neutral,High,Yes,Out of Stock,4,Correct
Blinkit,3.5,"Order was correct, app could improve.",29,Delhi,Food,Neutral,Medium,No,In Stock,3,Incorrect
JioMart,3.2,"Perfect experience, highly recommend!",23,Ahmedabad,Pharmacy,Positive,Low,No,Out of Stock,4,Incorrect
Blinkit,2.3,"Driver didn’t follow instructions, order was wrong.",30,Lucknow,Pharmacy,Negative,Medium,No,Out of Stock,4,Incorrect
Blinkit,3.7,"Delivery was super fast, food was hot.",31,Lucknow,Grocery,Positive,Low,No,Out of Stock,3,Correct
JioMart,4.2,"Driver was friendly, service was awesome.",26,Chennai,Pharmacy,Positive,Medium,Yes,In Stock,3,Correct
Swiggy Instamart,3.0,"Delivery was late, food was cold.",44,Delhi,Essentials,Negative,Low,Yes,In Stock,4,Incorrect
JioMart,2.7,Food arrived late and was not fresh.,52,Ahmedabad,Electronics,Negative,Medium,Yes,Out of Stock,1,Correct
JioMart,1.0,Missing items and no response from support.,45,Hyderabad,Food,Negative,High,Yes,Out of Stock,3,Correct
Blinkit,1.8,"Received wrong products, very poor service.",41,Hyderabad,Pharmacy,Negative,Low,No,Out of Stock,4,Correct
JioMart,3.1,"Delivery was lightning fast, great job!",40,Lucknow,Pharmacy,Positive,Medium,No,Out of Stock,4,Correct
Zepto,2.4,"Food spilled in the bag, completely unacceptable.",43,Bangalore,Electronics,Negative,Low,No,In Stock,3,Incorrect
Blinkit,4.0,"Items were correct, experience was average.",30,Bangalore,Grocery,Neutral,High,No,Out of Stock,3,Incorrect
Zepto,3.0,"Delivery was lightning fast, great job!",23,Mumbai,Essentials,Positive,Low,No,Out of Stock,5,Correct
Zepto,3.6,"Order was correct, app didn’t update properly.",32,Kolkata,Food,Neutral,High,Yes,In Stock,4,Correct
Zepto,3.0,"Food arrived cold, packaging was damaged.",55,Chennai,Grocery,Negative,High,Yes,Out of Stock,1,Incorrect
Blinkit,3.2,"Got my order, packaging could be better.",24,Mumbai,Grocery,Neutral,Medium,No,Out of Stock,3,Correct
Swiggy Instamart,4.7,"Perfect service, no issues, highly recommend.",31,Mumbai,Electronics,Positive,Low,No,In Stock,4,Incorrect
Zepto,3.8,"Service was okay, nothing special.",37,Hyderabad,Electronics,Neutral,Medium,Yes,Out of Stock,4,Incorrect
JioMart,3.4,"Items were well-packaged, arrived on time.",27,Kolkata,Food,Positive,Medium,Yes,Out of Stock,4,Incorrect
JioMart,1.5,"Received damaged goods, no refund offered.",56,Lucknow,Electronics,Negative,High,No,In Stock,3,Correct
Zepto,3.4,"Delivery was okay, communication was lacking.",38,Hyderabad,Essentials,Neutral,Medium,No,Out of Stock,3,Incorrect
Blinkit,1.1,"Items were out of stock, no prior warning.",49,Bangalore,Food,Negative,High,Yes,Out of Stock,1,Correct
Zepto,3.9,"Package was damaged, terrible experience.",49,Bangalore,Electronics,Negative,Low,No,Out of Stock,4,Correct
Swiggy Instamart,1.7,"Missing items, no explanation provided.",31,Delhi,Electronics,Negative,High,Yes,In Stock,1,Incorrect
Blinkit,4.0,"Fast delivery, everything was as ordered.",34,Chennai,Essentials,Positive,Medium,No,In Stock,3,Incorrect
JioMart,3.7,"Delivery was on time, but tracking could improve.",38,Ahmedabad,Pharmacy,Neutral,Medium,No,Out of Stock,3,Correct
